date,commits,commit_count,forks,issue,issue_comment,req_closed,req_opened
2013-10-15,18,0,1,1,3,7,
2013-10-16,23,0,0,0,0,11,
2013-10-17,45,0,1,0,0,14,
2013-10-18,25,0,1,0,0,15,
2013-10-19,1,0,1,0,0,0,
2013-10-20,20,0,0,1,6,2,
2013-10-21,31,0,0,0,0,9,
2013-10-22,33,0,1,1,5,13,
2013-10-23,52,0,1,0,0,18,
2013-10-24,19,0,0,0,0,6,
2013-10-25,18,0,0,0,0,3,
2013-10-26,2,0,1,0,0,2,
2013-10-27,6,0,0,0,0,5,
2013-10-28,22,0,0,0,0,4,
2013-10-29,34,0,2,1,6,10,
2013-10-30,31,0,0,0,0,16,
2013-10-31,26,0,1,0,0,13,
2013-11-1,6,0,1,0,0,3,
2013-11-2,6,0,1,0,0,1,
2013-11-3,8,0,0,0,0,4,
2013-11-4,14,0,2,0,0,3,
2013-11-5,18,0,2,0,0,9,
2013-11-6,15,0,1,0,0,9,
2013-11-7,9,0,1,1,5,4,
2013-11-8,14,0,1,0,0,3,
2013-11-9,1,0,0,0,0,0,
2013-11-10,4,0,1,0,0,3,
2013-11-11,19,0,1,1,6,7,
2013-11-12,22,0,3,0,0,4,
2013-11-13,12,0,0,0,0,8,
2013-11-14,35,0,0,0,0,9,
2013-11-15,18,0,0,0,0,13,
2013-11-16,1,0,0,1,2,0,
2013-11-17,1,0,0,0,0,0,
2013-11-18,21,0,0,0,0,9,
2013-11-19,9,0,0,0,0,4,
2013-11-20,24,0,2,0,0,5,
2013-11-21,37,0,0,0,0,9,
2013-11-22,25,0,0,0,0,7,
2013-11-23,0,0,0,1,1,0,
2013-11-24,18,0,1,0,0,6,
2013-11-25,48,0,1,1,1,15,
2013-11-26,59,0,1,0,0,14,
2013-11-27,36,0,0,0,0,12,
2013-11-28,32,0,1,0,0,12,
2013-11-29,15,0,1,0,0,12,
2013-11-30,0,0,0,0,0,0,
2013-12-1,2,0,0,0,0,1,
2013-12-2,16,0,0,0,0,4,
2013-12-3,19,0,2,0,0,8,
2013-12-4,12,0,2,0,0,4,
2013-12-5,26,0,2,0,0,4,
2013-12-6,19,0,1,0,0,12,
2013-12-7,8,0,0,1,1,1,
2013-12-8,5,0,0,1,3,0,
2013-12-9,15,0,1,0,0,7,
2013-12-10,14,0,2,1,11,6,
2013-12-11,17,0,2,0,0,1,
2013-12-12,16,0,0,0,0,4,
2013-12-13,14,0,0,0,0,11,
2013-12-14,1,0,0,0,0,1,
2013-12-15,1,0,2,0,0,0,
2013-12-16,16,0,2,0,0,6,
2013-12-17,23,0,1,0,0,6,
2013-12-18,25,0,1,0,0,9,
2013-12-19,19,0,0,0,0,13,
2013-12-20,6,0,1,0,0,3,
2013-12-21,2,0,1,0,0,1,
2013-12-22,3,0,0,0,0,0,
2013-12-23,1,0,1,0,0,1,
2013-12-24,8,0,0,0,0,5,
2013-12-25,1,0,0,0,0,1,
2013-12-26,1,0,2,0,0,0,
2013-12-27,2,0,1,1,2,0,
2013-12-28,1,0,0,0,0,0,
2013-12-29,1,0,0,0,0,0,
2013-12-30,1,0,0,0,0,0,
2013-12-31,4,0,1,0,0,0,
2014-1-1,6,0,2,0,0,4,
2014-1-2,7,0,1,0,0,5,
2014-1-3,1,0,1,0,0,1,
2014-1-4,3,0,1,0,0,1,
2014-1-5,7,0,1,0,0,5,
2014-1-6,4,0,0,0,0,0,
2014-1-7,18,0,1,1,3,8,
2014-1-8,28,0,2,0,0,12,
2014-1-9,11,0,2,0,0,4,
2014-1-10,8,0,3,0,0,0,
2014-1-11,6,0,0,0,0,0,
2014-1-12,3,0,0,0,0,1,
2014-1-13,15,0,3,0,0,8,
2014-1-14,12,0,1,0,0,6,
2014-1-15,35,0,2,0,0,12,
2014-1-16,21,0,0,0,0,3,
2014-1-17,28,0,1,0,0,5,
2014-1-18,6,0,0,0,0,4,
2014-1-19,3,0,0,0,0,2,
2014-1-20,18,0,0,0,0,7,
2014-1-21,23,0,1,0,0,17,
2014-1-22,16,0,2,0,0,7,
2014-1-23,20,0,1,0,0,3,
2014-1-24,20,0,2,0,0,5,
2014-1-25,3,0,0,0,0,1,
2014-1-26,2,0,1,1,7,0,
2014-1-27,17,0,1,0,0,12,
2014-1-28,10,3,0,0,0,1,
2014-1-29,24,0,0,0,0,10,
2014-1-30,16,0,3,0,0,1,
2014-1-31,17,0,0,0,0,3,
2014-2-1,3,0,0,0,0,0,
2014-2-2,0,0,0,0,0,0,
2014-2-3,13,0,1,0,0,4,
2014-2-4,19,0,0,1,35,8,
2014-2-5,17,0,1,0,0,7,
2014-2-6,17,0,2,0,0,6,
2014-2-7,16,0,0,0,0,7,
2014-2-8,2,0,0,0,0,1,
2014-2-9,4,0,1,0,0,0,
2014-2-10,17,0,2,0,0,11,
2014-2-11,13,0,2,0,0,6,
2014-2-12,17,0,2,0,0,2,
2014-2-13,7,0,1,0,0,2,
2014-2-14,17,0,1,0,0,10,
2014-2-15,4,0,0,0,0,0,
2014-2-16,2,0,0,0,0,0,
2014-2-17,25,0,2,0,0,10,
2014-2-18,39,0,0,1,3,12,
2014-2-19,42,0,1,0,0,16,
2014-2-20,73,0,0,0,0,45,
2014-2-21,49,0,1,0,0,13,
2014-2-22,3,0,0,0,0,3,
2014-2-23,0,0,1,0,0,0,
2014-2-24,13,0,0,0,0,6,
2014-2-25,22,0,0,0,0,8,
2014-2-26,36,0,2,0,0,20,
2014-2-27,26,0,1,0,0,11,
2014-2-28,27,0,1,0,0,17,
2014-3-1,4,0,0,0,0,2,
2014-3-2,4,0,1,0,0,0,
2014-3-3,32,0,1,2,2,10,
2014-3-4,19,0,0,0,0,8,
2014-3-5,36,0,0,0,0,16,
2014-3-6,31,0,2,0,0,9,
2014-3-7,16,0,2,0,0,6,
2014-3-8,0,0,1,0,0,0,
2014-3-9,6,0,2,1,6,2,
2014-3-10,29,0,1,0,0,13,
2014-3-11,22,0,2,1,42,7,
2014-3-12,24,0,1,0,0,13,
2014-3-13,16,0,0,0,0,8,
2014-3-14,24,0,0,0,0,1,
2014-3-15,3,0,1,0,0,1,
2014-3-16,5,0,0,0,0,1,
2014-3-17,24,0,2,0,0,9,
2014-3-18,18,0,1,0,0,2,
2014-3-19,26,0,2,0,0,10,
2014-3-20,29,0,0,0,0,7,
2014-3-21,28,0,1,1,3,7,
2014-3-22,1,0,0,2,11,1,
2014-3-23,1,0,0,0,0,1,
2014-3-24,22,0,0,1,11,3,
2014-3-25,30,0,1,0,0,9,
2014-3-26,23,0,1,0,0,7,
2014-3-27,22,0,1,2,7,4,
2014-3-28,32,0,1,0,0,30,
2014-3-29,3,0,0,0,0,0,
2014-3-30,2,0,0,0,0,1,
2014-3-31,33,0,1,0,0,5,
2014-4-1,30,0,0,0,0,17,
2014-4-2,26,0,1,0,0,10,
2014-4-3,24,0,1,0,0,8,
2014-4-4,35,0,1,0,0,9,
2014-4-5,5,0,0,2,17,2,
2014-4-6,8,0,0,1,14,2,
2014-4-7,33,0,1,0,0,13,
2014-4-8,27,0,1,0,0,7,
2014-4-9,39,0,1,1,1,7,
2014-4-10,21,0,1,0,0,18,
2014-4-11,24,0,2,0,0,5,
2014-4-12,6,0,1,0,0,0,
2014-4-13,18,0,0,0,0,4,
2014-4-14,28,0,1,0,0,8,
2014-4-15,42,0,2,0,0,10,
2014-4-16,33,0,1,0,0,6,
2014-4-17,23,0,2,0,0,10,
2014-4-18,4,0,0,1,9,2,
2014-4-19,16,0,0,0,0,1,
2014-4-20,8,0,0,0,0,4,
2014-4-21,14,0,0,0,0,2,
2014-4-22,24,0,1,0,0,11,
2014-4-23,22,0,0,0,0,18,
2014-4-24,23,0,2,0,0,8,
2014-4-25,22,0,0,0,0,6,
2014-4-26,11,0,0,1,9,6,
2014-4-27,4,0,1,0,0,1,
2014-4-28,32,0,3,0,0,13,
2014-4-29,18,0,2,0,0,4,
2014-4-30,12,0,1,0,0,8,
2014-5-1,6,0,1,1,2,1,
2014-5-2,12,0,1,0,0,3,
2014-5-3,5,0,0,1,5,2,
2014-5-4,8,0,1,0,0,0,
2014-5-5,15,0,2,0,0,8,
2014-5-6,30,0,1,0,0,4,
2014-5-7,25,0,1,0,0,4,
2014-5-8,20,0,0,1,3,5,
2014-5-9,21,0,0,0,0,4,
2014-5-10,4,0,0,0,0,1,
2014-5-11,27,0,1,0,0,7,
2014-5-12,35,0,0,0,0,5,
2014-5-13,44,0,1,0,0,12,
2014-5-14,15,0,2,0,0,4,
2014-5-15,16,0,0,0,0,5,
2014-5-16,18,0,1,1,2,5,
2014-5-17,3,0,0,0,0,1,
2014-5-18,4,0,0,1,7,3,
2014-5-19,30,0,0,0,0,10,
2014-5-20,14,0,2,0,0,2,
2014-5-21,26,0,0,0,0,5,
2014-5-22,15,0,1,0,0,5,
2014-5-23,31,0,0,0,0,6,
2014-5-24,11,0,0,0,0,1,
2014-5-25,8,0,0,1,7,2,
2014-5-26,15,0,2,0,0,2,
2014-5-27,41,0,2,0,0,9,
2014-5-28,42,0,1,1,7,9,
2014-5-29,19,0,0,0,0,9,
2014-5-30,21,0,1,2,15,12,
2014-5-31,9,0,1,0,0,1,
2014-6-1,5,0,0,1,9,1,
2014-6-2,54,0,0,0,0,20,
2014-6-3,69,0,1,0,0,22,
2014-6-4,69,0,0,0,0,21,
2014-6-5,66,0,2,0,0,24,
2014-6-6,53,0,0,0,0,21,
